ID,Name,ImpactFactor,TypeofScience,publisher,URL,URL2,data_sharing_req_pub,data_sharing_req_noeffct_pub,data_sharing_encouraged,data_sharing_review,data_sharing_mentioned,data_sharing_protein,data_sharing_codes,data_sharing_none,protein_deposit,code_deposit,trial_deposit,online_reposit,journal_host_sharing,share_request_to_author,multiple_sharing,unspecified_sharing,journal_host_all,journal_host_limit,journal_host_unspecified,open_access,Subcription.,data_copyright,archival,reproducibility
231,GEOMICROBIOLOGY JOURNAL,1.485,P,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ugmb20#dsp,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
232,Geotechnique Letters,1.286,P,Ice Publishing,https://www.icevirtuallibrary.com/page/authors/preparing-your-manuscript/guidelines-engineering,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
233,GEOTEXTILES AND GEOMEMBRANES,2.87,P,Elsevier,https://www.elsevier.com/journals/geotextiles-and-geomembranes/0266-1144/guide-for-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
234,Gesture,0.733,S,John Benjamin Publishing,https://benjamins.com/catalog/gest/guidelines,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,1
235,GLASS PHYSICS AND CHEMISTRY,0.538,P,  Russian Academy of Sciences and the Institute of Silicate Chemistry /Pleiades Publishing,https://www.springer.com/materials/special+types/journal/10720,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
236,Globalization and Health,2.536,C,BMC,https://www.biomedcentral.com/getpublished/editorial-policies#trial+registration,https://globalizationandhealth.biomedcentral.com/about,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,NA,NA,NA,1,0,0,0,0
237,HARVARD LAW REVIEW,3.477,S,The Harvard Law Review AssociationÂ ,https://harvardlawreview.org/submissions/,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
238,HEALTH COMMUNICATION,1.487,S,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=hhth20&page=instructions,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
239,Health Promotion Journal of Australia,1.097,C,Wiley,https://onlinelibrary.wiley.com/page/journal/22011617/homepage/ForAuthors.html,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
240,HERZOGIA,0.74,B,Bryological and Lichenological Association for Central Europe,http://www.bioone.org/page/heia/authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
241,HETEROCYCLIC COMMUNICATIONS,0.542,P,De Gruyter,https://www.degruyter.com/view/supplement/s21910197_Instructions_for_Authors.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
242,HIGHER EDUCATION,1.571,S,Springer Netherlands,https://www.springer.com/education+%26+language/higher+education/journal/10734?detailsPage=pltci_1060233,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
243,Hip International,1.055,C,Sage,https://us.sagepub.com/en-us/nam/journal-author-archiving-policies-and-re-use,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
244,HISTORIA MATHEMATICA,0.258,S,Elsevier,https://www.elsevier.com/journals/historia-mathematica/0315-0860/guide-for-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
246,HISTORY AND PHILOSOPHY OF LOGIC,0.286,S,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=thpl20,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
247,HISTORY OF THE HUMAN SCIENCES,0.397,S,Sage,https://us.sagepub.com/en-us/nam/journal/history-human-sciences#submission-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
248,HORMONES AND BEHAVIOR,3.378,C,Elsevier,https://www.elsevier.com/journals/hormones-and-behavior/0018-506x/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
249,Human Ecology Review,0.379,S,Society for Human Ecology,http://www.humanecologyreview.org/contrib.htm,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
250,Human Factors and Ergonomics in Manufacturing & Service Industries,0.761,P,Wiley,https://onlinelibrary.wiley.com/page/journal/15206564/homepage/forauthors.html,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
251,ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES,1.182,B,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=gich20,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
252,IEEE Antennas and Wireless Propagation Letters,2.533,P,IEEE Antennas and Propagation Society,http://awpl.eleceng.adelaide.edu.au/authors.htm,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
253,IEEE Communications Surveys and Tutorials,17.188,M,IEEE Communications Society,https://www.comsoc.org/cst/information-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
254,IEEE Journal of Biomedical and Health Informatics,3.451,M,Institute of Electrical and Electronics Engineers,https://jbhi.embs.org/for-authors/editorial-policy/,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
255,IEEE MULTIMEDIA,2.849,M,Â IEEE Computer Society,https://www.computer.org/web/peer-review/journals,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
256,IEEE Photonics Journal,2.291,P,IEEE Photonics Society,https://www.photonicssociety.org/publications/photonics-journal/information-for-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
257,IEEE Power & Energy Magazine,1.953,P,IEEE Power & Energy Society,https://ieeexplore.ieee.org/xpl/aboutJournal.jsp?punumber=8014,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
258,IEEE Transactions on Cognitive and Developmental Systems,NA,C,IEEE Computational Intelligence Society,https://cis.ieee.org/ieee-transactions-on-cognitive-and-developmental-systems/131-ieee-transactions-on-autonomous-mental-development-information-for-authors.html,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
259,IEEE Transactions on Human-Machine Systems,2.493,M,Institute of Electrical and Electronics Engineers,https://mc.manuscriptcentral.com/societyimages/thms/Author_Guidelines_0617_R2.pdf,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
260,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,3.438,M,IEEE Computer Society,https://www.computer.org/web/peer-review/journals,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
261,IET Generation Transmission & Distribution,2.213,P,Institution of Engineering and Technology,http://digital-library.theiet.org/files/Author_self-archiving_policy.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
262,IET Information Security,1.037,M,Institution of Engineering and Technology,http://digital-library.theiet.org/files/Author_self-archiving_policy.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
263,IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION,1.273,M,Oxford University Press,https://academic.oup.com/journals/pages/access_purchase/rights_and_permissions/self_archiving_policy_ima,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
264,Imago Mundi-The International Journal for the History of Cartography,0.2,S,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=rimu20&page=instructions,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
265,IMMUNOBIOLOGY,2.72,C,Elsevier,https://www.elsevier.com/journals/immunobiology/0171-2985/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
266,IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,1.475,C,Taylor & Francis,https://www.tandfonline.com/pricing/journal/iipi20,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
267,Independent Review,0.2,S,Independent Institute,http://www.independent.org/publications/tir/manuscript_submission.asp,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
268,INDIAN JOURNAL OF BIOTECHNOLOGY,0.289,B,NISCAIR,http://www.niscair.res.in/jinfo/IJBT/ijbt_inst_auth.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
269,Indian Journal of Horticulture,0.146,B,The Horticultural Society of India,http://www.indianjournals.com/ijor.aspx?target=ijor:ijh&type=for_authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
270,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,2.843,P,Â American Chemical SocietyÂ ,https://pubs.acs.org/paragonplus/submission/iecred/iecred_authguide.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
271,Information Technology and Control,0.475,P,Â Kaunas University of Technology .,http://itc.ktu.lt/index.php/ITC/about/submissions#authorGuidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
272,INFORMATION TECHNOLOGY AND LIBRARIES,1.029,M,Â Library and Information Technology AssociationÂ ,https://ejournals.bc.edu/ojs/index.php/ital/about/submissions#authorGuidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
273,INSECTES SOCIAUX,1.7,B,Springer,https://www.springer.com/life+sciences/entomology/journal/40?detailsPage=pltci_1118401,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
274,INTERLENDING & DOCUMENT SUPPLY,0.175,S,Emerald,http://www.emeraldgrouppublishing.com/products/journals/author_guidelines.htm?id=idd,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,1
275,International Arab Journal of Information Technology,0.724,M,Zarka Private University,http://iajit.org/index.php?option=com_content&task=view&id=69&Itemid=160,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
276,International Environmental Agreements-Politics Law and Economics,1.651,B,Springer,https://www.springer.com/law/environmental/journal/10784,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
277,International Journal of Advertising,2.451,S,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=rina20&page=instructions#dsp,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
278,International Journal of Astrobiology,1.598,B,Cambridge University Press,https://www.cambridge.org/core/services/aop-file-manager/file/5b06795ca467758b06d22cd6/ija_ifc_May%202018.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
279,International Journal of Biological Sciences,3.873,B,Â Ivyspring International Publisher,http://www.ijbs.com/ms/author,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,1,0,0,0,0
280,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,2.204,P,Springer Berlin Heidelberg,https://www.springer.com/environment/journal/484?detailsPage=pltci_1060558,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
281,International Journal of Climate Change Strategies and Management,0.611,B,Emerald,http://emeraldgrouppublishing.com/products/journals/author_guidelines.htm?id=ijccsm,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0,0,1
282,INTERNATIONAL JOURNAL OF COMPUTER VISION,8.222,M,Springer,https://www.springer.com/computer/image+processing/journal/11263?detailsPage=pltci_2545773,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
283,INTERNATIONAL JOURNAL OF ELECTRICAL ENGINEERING EDUCATION,0.375,P,Sage,https://us.sagepub.com/en-us/nam/journal/international-journal-electrical-engineering-education#PeerReviewPolicy,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,0
284,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,2.502,M,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=tgis20&page=instructions#dsp,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
285,INTERNATIONAL JOURNAL OF HEMATOLOGY,1.61,C,Springer,https://www.springer.com/medicine/internal/journal/12185,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,0,1,0,0,1
286,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,2.863,M,Elsevier,https://www.elsevier.com/journals/international-journal-of-human-computer-studies/1071-5819/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
287,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,3.872,S,Elsevier,https://www.elsevier.com/journals/international-journal-of-information-management/0268-4012/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
288,International Journal of Law Policy and the Family,0.216,S,Oxford University Press,https://academic.oup.com/journals/pages/access_purchase/rights_and_permissions/self_archiving_policy_f,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
289,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,3.173,B,Springer,https://www.springer.com/environment/journal/11367,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
290,International Journal of Metalcasting,0.392,P,Springer,https://www.springer.com/materials/special+types/journal/40962,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
291,INTERNATIONAL JOURNAL OF MODERN PHYSICS C,1.171,M,World Scientific,https://www.worldscientific.com/page/authors/responsibilities,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,1,0,0,0
292,INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL SIMULATION,0.89,M,Â De Gruyter,https://www.degruyter.com/view/j/ijnsns#callForPapersHeader,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
293,INTERNATIONAL JOURNAL OF NURSING STUDIES,3.755,C,Elsevier,https://www.elsevier.com/journals/international-journal-of-nursing-studies/0020-7489/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
294,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,1.77,B,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=bijp20&page=instructions,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
295,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,2.582,S,International OrganizationÂ ofÂ PsychophysiologyÂ andÂ Elsevier,https://www.elsevier.com/journals/international-journal-of-psychophysiology/0167-8760/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
296,INTERNATIONAL JOURNAL OF REMOTE SENSING,1.724,P,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=tres20&page=instructions#dsp,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
297,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,3.393,M,Wiley Blackwell,https://onlinelibrary.wiley.com/page/journal/10991239/homepage/forauthors.html,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
298,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,0.299,P,World Scientific,https://www.worldscientific.com/page/ijseke/submission-guidelines,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,NA,0,1,0,0,0
299,INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY,0.83,C,Sage,https://us.sagepub.com/en-us/nam/journal/international-journal-surgical-pathology#submission-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
300,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,1.036,P,Inderscience,file:///C:/Users/moralesm4/Downloads/authorethics.pdf ,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
301,International Journal of Wavelets Multiresolution and Information Processing,0.463,M,World Scientific,https://www.worldscientific.com/page/ijwmip/submission-guidelines,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,0,1,0,0,0
302,International Journal on Semantic Web and Information Systems,1.5,M,IGI Global,https://www.igi-global.com/publish/resources/journal-guidelines-for-submission.pdf,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
303,INTERNATIONAL REGIONAL SCIENCE REVIEW,1.351,S,Sage,https://us.sagepub.com/en-us/nam/international-regional-science-review/journal200982#submission-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
304,IONICS,2.062,P,Springer Berlin Heidelberg,https://www.springer.com/chemistry/electrochemistry/journal/11581,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
305,JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,0.156,M,De Gruyter,https://www.degruyter.com/dg/page/repository-policy,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
306,JCR-JOURNAL OF CLINICAL RHEUMATOLOGY,1.322,C,"Lippincott, Williams & Wilkins",http://edmgr.ovid.com/jcr/accounts/ifauth.htm,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
307,JMIR mHealth and uHealth,4.636,S,JMIR Publications,https://mhealth.jmir.org/about/editorialPolicies#authorSelfArchivePolicy,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,1,0,0
308,Journal for Specialists in Pediatric Nursing,1,C,Wiley,https://onlinelibrary.wiley.com/page/journal/17446155/homepage/forauthors.html,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
309,JOURNAL OF ADOLESCENT HEALTH,3.974,C,Elsevier,https://www.jahonline.org/content/authorinfo,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,0
310,JOURNAL OF AIR TRANSPORT MANAGEMENT,2.357,P,Elsevier,https://www.elsevier.com/journals/journal-of-air-transport-management/0969-6997/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
311,JOURNAL OF ALGEBRA,0.61,M,Elsevier,https://www.elsevier.com/journals/journal-of-algebra/0021-8693/guide-for-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
312,JOURNAL OF ALGEBRA AND ITS APPLICATIONS,0.489,M,World Scientific,https://www.worldscientific.com/page/jaa/submission-guidelines,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,1,0,0,0
313,Journal of Ambient Intelligence and Humanized Computing,1.588,P,Springer,https://www.springer.com/engineering/computational+intelligence+and+complexity/journal/12652,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
314,JOURNAL OF AMERICAN COLLEGE HEALTH,1.556,C,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=vach20&page=instructions,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
315,JOURNAL OF APPLIED ECONOMETRICS,2.117,M,Wiley,http://qed.econ.queensu.ca/jae/author-instructions.html,https://onlinelibrary.wiley.com/page/journal/10991255/homepage/forauthors.html#editorial,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
316,JOURNAL OF APPLIED PHYCOLOGY,2.616,B,Springer Netherlands,https://www.springer.com/life+sciences/plant+sciences/journal/10811?detailsPage=pltci_1060355,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
317,JOURNAL OF APPLIED STATISTICS,0.664,M,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=cjas20#dsp,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
318,JOURNAL OF APPROXIMATION THEORY,0.931,M,Elsevier,https://www.elsevier.com/journals/journal-of-approximation-theory/0021-9045/guide-for-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
319,JOURNAL OF BIOCHEMISTRY,2.082,B,Oxford University Press,https://academic.oup.com/jb/pages/Notice_To_Contributors,NA,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
320,JOURNAL OF BIOLOGICAL SYSTEMS,0.39,M,World Scientific,https://www.worldscientific.com/page/jbs/submission-guidelines,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,1,0,0,0
321,JOURNAL OF BLACK STUDIES,0.421,S,Sage,https://us.sagepub.com/en-us/nam/journal-of-black-studies/journal200876#submission-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
322,JOURNAL OF CARBOHYDRATE CHEMISTRY,0.671,B,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=lcar20,NA,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
323,Journal of Cardiology,2.732,C,Elsevier,https://www.ajconline.org/content/authorinfo,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
324,JOURNAL OF CAREER ASSESSMENT,1.33,C,Sage,https://us.sagepub.com/en-us/nam/journal/journal-career-assessment#submission-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
325,Journal of Chemistry,1.3,P,Â Hindawi,https://www.hindawi.com/journals/jchem/guidelines/,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0,0,0
326,JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS,0.481,M,World Scientific,https://www.worldscientific.com/page/jcsc/submission-guidelines,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,1,0,0,0
328,JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS,1.679,C,Wiley Blackwell,https://onlinelibrary.wiley.com/page/journal/13652710/homepage/forauthors.html,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,1,0
329,Journal of Cognition and Development,1.621,S,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=hjcd20&page=instructions,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
330,JOURNAL OF COLLEGE STUDENT DEVELOPMENT,0.623,S,Â Johns Hopkins University Press,https://www.press.jhu.edu/journals/journal-college-student-development/author-guidelines,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
331,JOURNAL OF COMMUNICATIONS AND NETWORKS,1.13,P,The Korean Institute of Communications and Information Sciences,http://www.jcn.or.kr/html/?pmode=InformationforAuthors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
332,JOURNAL OF COMMUNITY HEALTH,1.388,S,Springer,https://www.springer.com/public+health/journal/10900?detailsPage=pltci_662246,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
333,Journal of Comparative Policy Analysis,1.017,S,Taylor & Francis,https://www.tandfonline.com/action/authorSubmission?journalCode=fcpa20&page=instructions,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
334,JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY,0.956,M,Springer,file:///C:/Users/moralesm4/Downloads/Instructions%20for%20Authors.pdf,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
335,JOURNAL OF COMPUTING AND INFORMATION SCIENCE IN ENGINEERING,1.357,P,American Society of Mechanical Engineers,https://www.asme.org/shop/journals/information-for-authors/journal-guidelines/supplemental-material,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
336,JOURNAL OF CONSUMER PSYCHOLOGY,3.385,C,John Wiley & Sons,https://onlinelibrary.wiley.com/page/journal/15327663/homepage/forauthors.html,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,0,1,0,0,1
337,Journal of Cultural Economics,0.472,S,Springer,https://www.springer.com/economics/journal/10824?detailsPage=pltci_1060412,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
338,JOURNAL OF CULTURAL HERITAGE,1.838,P,Elsevier,https://www.elsevier.com/journals/journal-of-cultural-heritage/1296-2074/guide-for-authors,NA,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,1
339,JOURNAL OF DIFFERENTIAL EQUATIONS,1.988,M,Elsevier,https://www.elsevier.com/journals/journal-of-differential-equations/0022-0396/guide-for-authors,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,0,1,0,0,0
340,Journal of Economic Inequality,0.607,S,Springer,https://www.springer.com/economics/journal/10888?detailsPage=pltci_2386542,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0
